"name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location"
"PC030824","HSS-8083119","G2W13Z3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G017 (Food Services Supervisor)","G","VIHATRP20240205-018","03/31/2028","03/11/2025","General Rounding","Food Services"
"PC030825","HSS-8083118","F1W13Z3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G017 (Food Services Supervisor)","G","VIHATRP20240205-017","03/31/2028","03/11/2025","General Rounding","Food Services"
"PC030826","HSS-8027390","2237VH3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1046 (Reception)","1","VIHATRP20220314-045","07/31/2026","08/21/2025","General Rounding","Laboratory"
"PC030827","HSS-8086801","6QX6724","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1046 (Reception)","1","VIHATRP20240520-011","06/30/2028","08/21/2025","General Rounding","Laboratory"
"PC030828","HSS-8083178","BR6SG04","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1045 (Blood Bank)","1","VIHATRP20240205-077","03/31/2028","08/21/2025","General Rounding","Laboratory"
"PC030829","HSS-8080327","D2FVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1050 (Chief Technologist)","1","VIHATRP20231113-031","06/30/2027","08/21/2025","General Rounding","Laboratory"
"PC030830","HSS-8080324","DW9VPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1046 (Reception)","1","VIHATRP20231113-028","06/30/2027","08/21/2025","General Rounding","Laboratory"
"PC030832","HSS-8070630","GDRMPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1045 (Core Care)","1","VIHATRP20230109-071","02/28/2027","08/21/2025","General Rounding","Laboratory"
"PC030833","HSS-8086805","8QX6724","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1046 (Reception)","1","VIHATRP20240520-015","06/30/2028","08/21/2025","General Rounding","Laboratory"
"PC030834","HSS-8086802","GSX6724","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1038 (Staff Room)","1","VIHATRP20240520-012","06/30/2028","06/18/2025","General Rounding","Laboratory"
"PC030835","HSS-8027396","1GS6VH3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1045 (Hallway)","1","VIHATRP20220314-051","06/30/2026","08/21/2025","General Rounding","Laboratory"
"PC030837","HSS-8083182","4V9SG04","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1045 (Back Office)","1","VIHATRP20240205-081","03/31/2028","08/21/2025","General Rounding","Laboratory"
"PC030838","HSS-8027398","20V7VH3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1045 (Accessions)","1","VIHATRP20220314-053","07/31/2026","08/21/2025","General Rounding","Laboratory"
"PC030840","HSS-8086799","1RX6724","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1045 (Back Office)","1","VIHATRP20240520-009","06/30/2028","08/21/2025","General Rounding","Laboratory"
"PC030841","HSS-8065509","3NR4XP3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4036 (Clinical Nurse Lead + Social Worker)","4","VIHATRP20220808-198","12/31/2026","06/13/2025","General Rounding","Psychiatry"
"PC030843","HSS-8070666","JV3MPR3","VIHA-CPRF-Caulfield Place Residential Facility-Main Building-1st Floor","Main Building","Employee Office","1","VIHATRP20230109-107","03/31/2027","12/18/2023","General Rounding","(TBD)"
"PC031097","HSS-8076392","89YVPR3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","staff room","1","VIHATRP20230717-003","06/30/2027","","General Rounding","Admin"
"PC031277","HSS-8027408","J2F7VH3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","G","VIHATRP20220314-063","07/31/2026","05/03/2025","General Rounding","Pharmacy"
"PC031278","HSS-8089546","8WG6D14","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4028 (Spiritual Practioner)","4","VIHATRP20240902-070","09/30/2028","09/18/2025","General Rounding","Spiritual Health"
"PC031279","HSS-8065524","DNQ5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Back)","G","VIHATRP20220808-213","11/30/2026","01/10/2025","General Rounding","Pharmacy"
"PC031280","HSS-8065522","1JV4XP3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","G","VIHATRP20220808-211","11/30/2026","05/03/2025","General Rounding","Pharmacy"
"PC031281","HSS-8089542","FXG6D14","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (ICU Nurse Station)","2","VIHATRP20240902-066","12/31/2028","08/12/2025","Critical Clinical","Intensive Care Unit (ICU)"
"PC031282","HSS-8070636","8NYMPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (Physicians Station - Standing)","1","VIHATRP20230109-077","02/28/2027","09/19/2025","General Rounding","Emergency"
"PC031283","HSS-8092699","93BCQ54","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3N (Nurse Station)","3","VIHATRP20250210-016","02/28/2029","09/12/2025","General Rounding","Medical / Surgical Care"
"PC031285","HSS-8065520","3MV4XP3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G054B (Maintenance Shop / Green Room)","G","VIHATRP20220808-209","12/31/2026","01/28/2024","General Rounding","FMO"
"PC031289","HSS-8027414","7237VH3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - PacMed)","G","VIHATRP20220314-069","07/31/2026","01/10/2025","General Rounding","Pharmacy"
"PC031290","HSS-8027415","4RW6VH3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Back)","G","VIHATRP20220314-070","07/31/2026","05/03/2025","General Rounding","Pharmacy"
"PC031293","HSS-8086823","1QX6724","VIHA-DWH-Duncan Waldon House-Main Building-1st Floor","Main Building","Office","1","VIHATRP20240520-032","06/30/2028","06/04/2025","General Rounding","Activities"
"PC031325","HSS-8086800","3QX6724","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1045 (Outside Core Care)","1","VIHATRP20240520-010","06/30/2028","08/21/2025","General Rounding","Laboratory"
"PC031415","HSS-8083122","H1W13Z3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G038 (Stores)","G","VIHATRP20240205-021","03/31/2028","01/10/2025","General Rounding","Stores"
"PC031440","HSS-8057878","6237VH3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Physiotherapy (Treatment Room)","1","VIHATRP20220404-009","06/30/2026","06/26/2025","General Rounding","Physiotherapy"
"PC031441","HSS-8058771","3NK25K3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Laboratory (Core Lab)","1","VIHATRP20220523-041","09/30/2026","06/26/2025","General Rounding","Laboratory"
"PC031442","HSS-8025630","542ZDF3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","M02 (Harbourside Unit Clerk's Office)","1","VIHATRP20211129-023","03/31/2026","06/26/2025","General Rounding","Long Term Care"
"PC031443","HSS-8025628","51BWDF3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Physiotherapy (Office)","1","VIHATRP20211129-021","03/31/2026","06/26/2025","General Rounding","Physiotherapy"
"PC031472","HSS-8077151","GXW0KQ3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B28","1","VIHATRP20230807-002","06/30/2027","02/28/2025","General Rounding","Staffing"
"PC031610","HSS-8057874","C3Q4VH3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-Basement 1","Main Building","In Storage","G","VIHATRP20220404-005","06/30/2026","06/26/2025","General Rounding","Long Term Care"
"PC031612","HSS-8058773","3WNZ4K3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","129 (Waiting Room)","1","VIHATRP20220523-043","09/30/2026","02/28/2025","General Rounding","Waiting Room"
"PC031614","HSS-8024439","GV8HVD3","VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor","Main Building","Reception","1","VIHATRP20210920-073","01/31/2026","03/21/2025","General Rounding","Public Health"
"PC031798","HSS-8084816","GF94X04","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","114","1","VIHATRP20240325-023","04/30/2028","07/18/2025","General Rounding","(TBD)"
"PC031799","HSS-8084821","JMD4X04","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","104 (Outpatient Laboratory)","1","VIHATRP20240325-028","04/30/2028","07/18/2025","General Rounding","Laboratory"
"PC031800","HSS-8084823","9G94X04","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","130 (Laboratory)","1","VIHATRP20240325-030","04/30/2028","07/18/2025","General Rounding","Laboratory"
"PC031801","HSS-8027695","55Q4VH3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","114 (Long Term Care - Nurse Station)","1","VIHATRP20220328-020","06/30/2026","07/18/2025","General Rounding","Extended Care - Long Term Care"
"PC031802","HSS-8073847","B001KQ3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","130 (Laboratory)","1","VIHATRP20230424-021","06/30/2027","07/18/2025","General Rounding","Lab Core"
"PC031804","HSS-8084819","D564X04","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","192","1","VIHATRP20240325-026","04/30/2028","07/18/2025","General Rounding","(TBD)"
"PC031805","HSS-8073833","5VZ0KQ3","VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1","Main Building","006","G","VIHATRP20230424-007","06/30/2027","07/18/2025","General Rounding","Ultrasound"
"PC031806","HSS-8090454","6VT2L44","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","195 (Trauma Room / OR)","1","VIHATRP20241007-056","10/31/2028","07/18/2025","General Rounding","Patient Client Care Gulf Islds"
"PC031807","HSS-8073867","6601KQ3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","13a","1","VIHATRP20230424-041","06/30/2027","07/18/2025","General Rounding","Community Health Services"
"PC031808","HSS-8073865","2ZZ0KQ3","VIHA-SSCHC-Salt Spring Island Creek House-Main Building-1st Floor","Main Building","Reception (CN)","1","VIHATRP20230424-039","06/30/2027","06/02/2025","General Rounding","Public Health"
"PC031819","HSS-8065532","CPV4XP3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","Reception","1","VIHATRP20220808-221","12/31/2026","03/28/2025","General Rounding","Diabetes & Geriatrics Clinic"
"PC031822","HSS-8024437","GR7MDF3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","11 ()","1","VIHATRP20210920-071","01/31/2026","03/28/2025","General Rounding","Diabetes & Geriatrics Clinic"
"PC031823","HSS-8024937","GV4SDF3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 50 (Rehab)","1","VIHATRP20211025-042","03/31/2026","03/13/2025","General Rounding","Nursing"
"PC031826","HSS-8083154","8T9SG04","VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1","Main Building",".Reception - Basement","G","VIHATRP20240205-053","03/31/2028","02/25/2025","General Rounding","Public Health"
"PC031827","HSS-8065701","6Q33XP3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building",".Reception - Back LH","1","VIHATRP20220815-170","12/31/2026","02/26/2025","General Rounding","Public Health"
"PC031828","HSS-8083150","BZV13Z3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building",".Reception - Main RH","1","VIHATRP20240205-049","03/31/2028","02/26/2025","General Rounding","Public Health"
"PC031839","HSS-8083147","22W13Z3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building",".Reception - Main LH","1","VIHATRP20240205-046","03/31/2028","08/15/2025","General Rounding","Public Health"
"PC031842","HSS-8086822","1SX6724","VIHA-DSS-Duncan Station Street-Main Building-2nd Floor","Main Building","Office 5","2","VIHATRP20240520-031","06/30/2028","08/29/2025","General Rounding","Geriatric Specialty Services"
"PC031843","HSS-8027400","H1L6VH3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Nurse Station - Front)","2","VIHATRP20220314-055","07/31/2026","08/12/2025","General Rounding","CDH 2nd Floor South"
"PC031844","HSS-8065488","JQR4XP3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Nurse Station - Round Table)","2","VIHATRP20220808-177","12/31/2026","07/04/2025","General Rounding","CDH 2nd Floor South"
"PC031845","HSS-8086851","8HH5724","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G054A (FMO Supervisors Office)","G","VIHATRP20240520-057","06/30/2028","","General Rounding","FMO"
"PC031846","HSS-8070562","6X1NPR3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Nurse Station - Round Table)","2","VIHATRP20230109-003","02/28/2027","07/04/2025","General Rounding","CDH 2nd Floor South"
"PC031847","HSS-8086839","5QX6724","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Nurse Station - Front)","2","VIHATRP20240520-045","06/30/2028","08/12/2025","Critical Clinical","CDH 2nd Floor South"
"PC031848","HSS-8077178","8MMVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G049 (Electrical Shop)","G","VIHATRP20230807-029","06/30/2027","10/31/2023","General Rounding","FMO"
"PC031851","HSS-8080331","DY9VPR3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2065 (Nursery)","2","VIHATRP20231113-035","06/30/2027","06/18/2025","Critical Clinical","Maternity"
"PC031852","HSS-8083194","4S6SG04","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3329 (Chemotherapy & Medical Daycare Office)","3","VIHATRP20240205-093","03/31/2028","08/22/2025","General Rounding","Cancer Care"
"PC031853","HSS-8065511","4NB5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4037 (Nurse Station)","4","VIHATRP20220808-200","12/31/2026","09/18/2025","Critical Clinical","Psychiatry"
"PC031854","HSS-8027410","9737VH3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G057 (Boiler Room Office)","G","VIHATRP20220314-065","07/31/2026","01/28/2024","General Rounding","FMO"
"PC031855","HSS-8070650","JV1NPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (Nurse Station)","1","VIHATRP20230109-091","02/28/2027","09/19/2025","General Rounding","Ambulatory Care Unit (ACU)"
"PC031856","HSS-8065465","GQQ5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (Nurse Station)","1","VIHATRP20220808-154","12/31/2026","09/19/2025","Critical Clinical","Ambulatory Care Unit (ACU)"
"PC031861","HSS-8065491","FLR4XP3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1N (Main Nurse Desk)","1","VIHATRP20220808-189","12/31/2026","07/04/2025","General Rounding","Operating Rooms"
"PC031862","HSS-8065483","3PR4XP3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway East)","2","VIHATRP20220808-172","12/31/2026","07/04/2025","General Rounding","CDH 2nd Floor East"
"PC031863","HSS-8065485","75D5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2032 (Nurse Station - Bat Cave)","2","VIHATRP20220808-174","12/31/2026","07/04/2025","General Rounding","CDH 2nd Floor South"
"PC031864","HSS-8065493","5NR4XP3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2N (Nurse Station)","2","VIHATRP20220808-189","12/31/2026","08/12/2025","General Rounding","Maternity"
"PC031865","HSS-8070651","1W1NPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (ACU Back Hallway)","1","VIHATRP20230109-092","02/28/2027","09/19/2025","General Rounding","Ambulatory Care Unit (ACU)"
"PC031867","HSS-8065508","BNR4XP3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4034 (Meeting Room 1)","4","VIHATRP20220808-197","12/31/2026","09/18/2025","General Rounding","Psychiatry"
"PC031868","HSS-8080330","FY9VPR3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2043 (2nd Floor Day Room)","2","VIHATRP20231113-034","06/30/2027","07/04/2025","General Rounding",""
"PC031870","HSS-8084822","5YGJH04","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","130 (Laboratory)","1","VIHATRP20240325-029","04/30/2028","07/18/2025","General Rounding","Laboratory"
"PC031900","HSS-8078926","8Q6VPR3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B47 (Denise Macdonald)","1","VIHATRP20231003-061","06/30/2027","05/13/2024","General Rounding","Region 3 Scheduling"
"PC032166","HSS-8025651","54F2FF3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","G","VIHATRP20211129-044","03/31/2026","05/03/2025","General Rounding","Pharmacy"
"PC032167","","HC1Y2Q3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","G","INC1332105","07/01/2026","05/03/2025","General Rounding","Pharmacy"
"PC032169","HSS-8083123","23W13Z3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","G","VIHATRP20240205-022","03/31/2028","05/03/2025","General Rounding","Pharmacy"
"PC032170","HSS-8065516","3JV4XP3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Back)","G","VIHATRP20220808-205","12/31/2026","01/10/2025","General Rounding","Pharmacy"
"PC032171","HSS-8070576","JFRMPR3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)(724)","G","VIHATRP20230109-017","02/28/2027","08/15/2025","Critical Clinical","Pharmacy"
"PC032172","HSS-8025652","54Y1FF3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","G","VIHATRP20211129-045","03/31/2026","05/03/2025","General Rounding","Pharmacy"
